drugA,drugB,label
DB09128,DB13437,1
DB01037,DB13139,1
DB00285,DB11154,1
DB01247,DB13352,1
DB01156,DB01061,1
DB06077,DB00304,1
DB09128,DB12579,1
DB01238,DB06282,1
DB00344,DB14125,1
DB01415,DB01149,1
DB00344,DB06694,1
DB00752,DB11664,1
DB00696,DB00176,1
DB01399,DB14509,1
DB00656,DB00216,1
DB12515,DB00313,1
DB00404,DB07954,1
DB01174,DB01623,1
DB01151,DB12645,1
DB01337,DB01623,1
DB00182,DB06814,1
DB00182,DB01656,1
DB00363,DB05316,1
DB01288,DB00704,1
DB00968,DB00246,1
DB01068,DB09011,1
DB00370,DB00264,1
DB01037,DB00891,1
DB00408,DB01437,1
DB01037,DB14060,1
DB00313,DB14071,1
DB00422,DB01158,1
DB08941,DB14185,1
DB00742,DB01151,1
DB00404,DB06144,1
DB01409,DB00679,1
DB00215,DB00590,1
DB01115,DB00715,1
DB00477,DB01587,1
DB00904,DB00344,1
DB06684,DB06730,1
DB09198,DB01238,1
DB00476,DB00006,1
DB13634,DB01174,1
DB00912,DB00502,1
DB01576,DB09555,1
DB14752,DB00370,1
DB01238,DB09275,1
DB01037,DB11362,1
DB01215,DB01618,1
DB01100,DB13757,1
DB00334,DB00482,1
DB00277,DB01037,1
DB08918,DB09139,1
DB00555,DB14507,1
DB00679,DB13232,1
DB00433,DB00748,1
DB00822,DB00973,1
DB00285,DB01169,1
DB08889,DB00829,1
DB01068,DB08992,1
DB00712,DB01255,1
DB00540,DB14635,1
DB00408,DB06582,1
DB01170,DB06700,1
DB00285,DB00767,1
DB13757,DB00472,1
DB00626,DB01151,1
DB13499,DB00182,1
DB00829,DB08927,1
DB09173,DB00344,1
DB00363,DB01245,1
DB00701,DB00555,1
DB01100,DB01218,1
DB00321,DB01560,1
DB06737,DB00490,1
DB06684,DB14719,1
DB01623,DB09488,1
DB00408,DB06753,1
DB04832,DB01224,1
DB00679,DB12445,1
DB00289,DB00268,1
DB00999,DB00934,1
DB00182,DB04898,1
DB01100,DB01488,1
DB08815,DB00270,1
DB11632,DB00752,1
DB00334,DB12833,1
DB00458,DB03010,1
DB00423,DB01247,1
DB00744,DB00752,1
DB01238,DB00622,1
DB00347,DB00850,1
DB00523,DB00334,1
DB00182,DB12625,1
DB00476,DB09281,1
DB01224,DB13687,1
DB00613,DB00831,1
DB00555,DB01553,1
DB00477,DB09224,1
DB00656,DB00425,1
DB00334,DB01199,1
DB00623,DB13213,1
DB01149,DB06705,1
DB00213,DB00422,1
DB06735,DB00370,1
DB00611,DB01175,1
DB00543,DB14208,1
DB06077,DB00921,1
DB05015,DB01037,1
DB00176,DB00359,1
DB00472,DB04325,1
DB01248,DB00543,1
DB01224,DB01614,1
DB01623,DB11400,1
DB12092,DB01255,1
DB13146,DB00543,1
DB00305,DB00623,1
DB00715,DB12518,1
DB00433,DB00412,1
DB08918,DB00570,1
DB00665,DB00215,1
DB00726,DB01329,1
DB00342,DB00829,1
DB00433,DB13550,1
DB00027,DB00472,1
DB00321,DB01202,1
DB13502,DB06077,1
DB00321,DB13064,1
DB00679,DB09253,1
DB08815,DB00005,1
DB00831,DB14062,1
DB01252,DB00502,1
DB01135,DB01175,1
DB09063,DB01037,1
DB00490,DB01288,1
DB00623,DB13791,1
DB00628,DB03938,1
DB00490,DB08872,1
DB00555,DB09117,1
DB00321,DB08882,1
DB01174,DB13014,1
DB01238,DB00350,1
DB13910,DB14185,1
DB01247,DB09241,1
DB05154,DB00363,1
DB01274,DB08815,1
DB01140,DB01068,1
DB00477,DB08880,1
DB13370,DB00215,1
DB00332,DB01576,1
DB00850,DB00503,1
DB12070,DB01576,1
DB01100,DB01616,1
DB01255,DB00854,1
DB00829,DB00863,1
DB13160,DB01068,1
DB06670,DB00831,1
DB01244,DB01175,1
DB01068,DB11598,1
DB12941,DB00176,1
DB00822,DB12231,1
DB06370,DB00752,1
DB09235,DB00734,1
DB00908,DB00679,1
DB09068,DB08836,1
DB13323,DB00543,1
DB00752,DB00951,1
DB00252,DB00502,1
DB00734,DB01501,1
DB01238,DB08874,1
DB00765,DB00476,1
DB06739,DB01037,1
DB14500,DB01151,1
DB00313,DB00356,1
DB14509,DB01180,1
DB00934,DB00608,1
DB00502,DB09277,1
DB01547,DB01618,1
DB00182,DB06724,1
DB08942,DB00422,1
DB00442,DB00752,1
DB01424,DB06700,1
DB00752,DB13769,1
DB08870,DB00472,1
DB01175,DB00083,1
DB00182,DB11614,1
DB09068,DB06412,1
DB06701,DB12833,1
DB01037,DB08329,1
DB00475,DB08872,1
DB00780,DB06216,1
DB00458,DB04836,1
DB01100,DB09036,1
DB00899,DB01151,1
DB00502,DB13665,1
DB00182,DB00482,1
DB00490,DB00227,1
DB00813,DB00246,1
DB01151,DB01094,1
DB01100,DB06582,1
DB08918,DB01248,1
DB13385,DB00215,1
DB01156,DB12465,1
DB00548,DB14509,1
DB01267,DB14499,1
DB00726,DB13783,1
DB00182,DB04938,1
DB00408,DB00505,1
DB01218,DB00679,1
DB00091,DB00752,1
DB01238,DB04864,1
DB00734,DB13623,1
DB00246,DB00498,1
DB00970,DB00176,1
DB00540,DB01191,1
DB00623,DB06288,1
DB00458,DB01114,1
DB00344,DB09183,1
DB13295,DB01175,1
DB01071,DB01104,1
DB13657,DB01242,1
DB14185,DB00307,1
DB00285,DB11278,1
DB00602,DB00623,1
DB00934,DB06712,1
DB08889,DB00215,1
DB06262,DB00679,1
DB01224,DB14527,1
DB01275,DB00734,1
DB09246,DB01255,1
DB00656,DB01403,1
DB00574,DB00628,1
DB00783,DB00715,1
DB00477,DB06824,1
DB00656,DB01545,1
DB00181,DB00285,1
DB11641,DB00476,1
DB01576,DB01435,1
DB01174,DB08872,1
DB08496,DB00215,1
DB01151,DB11470,1
DB01174,DB01043,1
DB01018,DB01273,1
DB00313,DB00567,1
DB06684,DB00633,1
DB00752,DB00420,1
DB00555,DB06788,1
DB00555,DB00898,1
DB00679,DB01566,1
DB00617,DB06700,1
DB01151,DB09014,1
DB01174,DB11827,1
DB01174,DB00286,1
DB03322,DB09128,1
DB11362,DB01018,1
DB00457,DB00408,1
DB09111,DB01151,1
DB09119,DB01149,1
DB03585,DB01156,1
DB00752,DB00212,1
DB00623,DB11755,1
DB00899,DB01104,1
DB00404,DB06211,1
DB01037,DB13975,1
DB00734,DB13803,1
DB00734,DB06699,1
DB00623,DB04946,1
DB00344,DB00047,1
DB08808,DB00246,1
DB00228,DB00363,1
DB00247,DB01576,1
DB06077,DB09001,1
DB00726,DB07348,1
DB00656,DB11984,1
DB00726,DB13166,1
DB00814,DB00422,1
DB00897,DB01174,1
DB01018,DB13514,1
DB00363,DB13541,1
DB00321,DB04843,1
DB14185,DB00584,1
DB00599,DB09128,1
DB09204,DB00334,1
DB11718,DB01224,1
DB01068,DB14526,1
DB13540,DB00555,1
DB00715,DB13455,1
DB13221,DB08918,1
DB00934,DB09050,1
DB00313,DB00695,1
DB00934,DB01624,1
DB06735,DB00715,1
DB00215,DB06729,1
DB00575,DB00628,1
DB06403,DB01267,1
DB01224,DB01339,1
DB14185,DB00563,1
DB00237,DB00752,1
DB00363,DB00940,1
DB00344,DB00586,1
DB00715,DB06271,1
DB00215,DB01218,1
DB00313,DB00625,1
DB01259,DB01174,1
DB00752,DB01556,1
DB00726,DB09034,1
DB00871,DB00215,1
DB00752,DB11738,1
DB00292,DB00715,1
DB01068,DB00921,1
DB00543,DB14035,1
DB00628,DB13876,1
DB08918,DB00393,1
DB01255,DB14010,1
DB01151,DB00226,1
DB09072,DB00472,1
DB00656,DB11978,1
DB00182,DB09077,1
DB00679,DB00747,1
DB08962,DB01174,1
DB00528,DB01224,1
DB00734,DB01199,1
DB01238,DB14125,1
DB00439,DB00176,1
DB00176,DB00988,1
DB00555,DB13365,1
DB00660,DB01156,1
DB01247,DB13928,1
DB03825,DB00555,1
DB00422,DB09202,1
DB00850,DB00501,1
DB00850,DB13478,1
DB11712,DB00476,1
DB01267,DB00637,1
DB00458,DB00443,1
DB00934,DB00477,1
DB00472,DB00322,1
DB00831,DB00176,1
DB13221,DB00176,1
DB01238,DB00598,1
DB00861,DB00829,1
DB00278,DB00246,1
DB00422,DB01241,1
DB00458,DB12248,1
DB06228,DB00458,1
DB00405,DB06216,1
DB01452,DB00829,1
DB01545,DB06684,1
DB00458,DB11130,1
DB00335,DB00752,1
DB00344,DB00863,1
DB00363,DB01598,1
DB08918,DB00880,1
DB01401,DB00829,1
DB00182,DB00834,1
DB01037,DB09218,1
DB01238,DB01244,1
DB00679,DB01062,1
DB09061,DB01068,1
DB00193,DB01068,1
DB08976,DB08918,1
DB06770,DB01156,1
DB06216,DB06716,1
DB09128,DB13351,1
DB00477,DB00988,1
DB01156,DB13402,1
DB00752,DB12883,1
DB01151,DB13505,1
DB00334,DB00572,1
DB01175,DB00407,1
DB01238,DB13323,1
DB00857,DB00246,1
DB11774,DB14185,1
DB01267,DB00881,1
DB01418,DB01149,1
DB00476,DB14598,1
DB00408,DB11582,1
DB13357,DB01104,1
DB01063,DB00704,1
DB00908,DB00822,1
DB00182,DB00901,1
DB01068,DB00642,1
DB00313,DB01239,1
DB01576,DB00748,1
DB00246,DB13954,1
DB00472,DB00554,1
DB08874,DB00477,1
DB01037,DB13410,1
DB13382,DB14509,1
DB09076,DB00623,1
DB04888,DB00215,1
DB00652,DB00752,1
DB00831,DB00209,1
DB00366,DB06684,1
DB00829,DB14754,1
DB14568,DB00543,1
DB01104,DB06702,1
DB00850,DB00069,1
DB05232,DB00543,1
DB00831,DB00245,1
DB01114,DB00752,1
DB09532,DB00540,1
DB01149,DB06813,1
DB00617,DB06684,1
DB00909,DB01618,1
DB01224,DB04216,1
DB01224,DB04581,1
DB00182,DB04896,1
DB00344,DB00440,1
DB00321,DB13779,1
DB14509,DB01625,1
DB13652,DB00679,1
DB01347,DB01018,1
DB09016,DB01149,1
DB00829,DB00586,1
DB00715,DB11278,1
DB00408,DB13703,1
DB00215,DB06168,1
DB00679,DB00899,1
DB01168,DB00472,1
DB01068,DB14719,1
DB00911,DB01149,1
DB01238,DB01409,1
DB13377,DB00715,1
DB01100,DB09023,1
DB08918,DB04216,1
DB00404,DB00246,1
DB09068,DB01173,1
DB01418,DB00363,1
DB06700,DB08986,1
DB13217,DB01267,1
DB05687,DB00656,1
DB00476,DB11124,1
DB13170,DB00477,1
DB01247,DB13695,1
DB00475,DB00967,1
DB00313,DB01045,1
DB14028,DB00363,1
DB01059,DB00472,1
DB00347,DB08815,1
DB00246,DB06678,1
DB01238,DB00606,1
DB00851,DB01156,1
DB06016,DB06690,1
DB03450,DB00458,1
DB08815,DB13695,1
DB00344,DB09185,1
DB00458,DB13058,1
DB12193,DB01238,1
DB08918,DB08824,1
DB14060,DB01068,1
DB14754,DB00215,1
DB00734,DB09297,1
DB00540,DB12230,1
DB11995,DB00831,1
DB09068,DB00810,1
DB00753,DB00715,1
DB01028,DB01104,1
DB00404,DB00446,1
DB01576,DB14506,1
DB05223,DB00215,1
DB00476,DB01173,1
DB01018,DB00335,1
DB00679,DB04836,1
DB00363,DB06690,1
DB00555,DB00607,1
DB14028,DB14509,1
DB01328,DB00502,1
DB06228,DB01151,1
DB00808,DB00704,1
DB08864,DB01224,1
DB01466,DB06700,1
DB00532,DB00176,1
DB00476,DB14545,1
DB01482,DB01242,1
DB01224,DB13273,1
DB01017,DB00656,1
DB00752,DB13001,1
DB00215,DB01625,1
DB01421,DB01149,1
DB01175,DB00035,1
DB01255,DB01021,1
DB08808,DB01104,1
DB14962,DB00831,1
DB00475,DB01148,1
DB13651,DB01267,1
DB01200,DB00829,1
DB08942,DB00628,1
DB00842,DB00850,1
DB06016,DB00285,1
DB00472,DB00047,1
DB00726,DB11992,1
DB00829,DB09149,1
DB00404,DB00553,1
DB00617,DB01224,1
DB09042,DB08918,1
DB01535,DB00370,1
DB00285,DB11577,1
DB00956,DB06016,1
DB08918,DB12399,1
DB01149,DB00986,1
DB00726,DB08925,1
DB00543,DB12086,1
DB08820,DB00246,1
DB01050,DB01576,1
DB00558,DB08918,1
DB00771,DB08815,1
DB09299,DB01242,1
DB00458,DB01359,1
DB01242,DB08896,1
DB09351,DB08918,1
DB01175,DB01206,1
DB01238,DB13451,1
DB08954,DB01255,1
DB00313,DB00318,1
DB01224,DB01218,1
DB01024,DB01149,1
DB00292,DB00476,1
DB01238,DB06402,1
DB00476,DB03756,1
DB06684,DB09212,1
DB06770,DB01576,1
DB00334,DB13488,1
DB00752,DB13370,1
DB01149,DB13675,1
DB00543,DB13695,1
DB00285,DB00283,1
DB06535,DB00408,1
DB00628,DB13468,1
DB08883,DB08918,1
DB06506,DB00433,1
DB09068,DB13413,1
DB00176,DB09324,1
DB01551,DB00543,1
DB00313,DB06595,1
DB00628,DB14028,1
DB00628,DB09395,1
DB01037,DB03585,1
DB00886,DB00477,1
DB00580,DB00363,1
DB01072,DB00408,1
DB13284,DB00829,1
DB00752,DB00622,1
DB01156,DB06695,1
DB01002,DB01224,1
DB00780,DB14509,1
DB12941,DB00215,1
DB01238,DB11738,1
DB01149,DB01049,1
DB01202,DB01247,1
DB00628,DB06793,1
DB01183,DB00831,1
DB01555,DB00176,1
DB13486,DB00477,1
DB01497,DB09068,1
DB03585,DB09068,1
DB01238,DB01365,1
DB09237,DB06700,1
DB01255,DB13678,1
DB05239,DB00334,1
DB09295,DB01224,1
DB01174,DB01352,1
DB00458,DB13275,1
DB00221,DB00656,1
DB00458,DB11586,1
DB03756,DB01104,1
DB00321,DB06814,1
DB00555,DB01638,1
DB00246,DB00981,1
DB09079,DB00176,1
DB00285,DB01535,1
DB01168,DB00363,1
DB09327,DB01037,1
DB00540,DB08905,1
DB05154,DB01149,1
DB00628,DB01621,1
DB01327,DB00502,1
DB01238,DB09383,1
DB00704,DB00726,1
DB00363,DB13775,1
DB00182,DB13631,1
DB00726,DB09226,1
DB06011,DB01224,1
DB05095,DB01156,1
DB01238,DB11376,1
DB01068,DB00515,1
DB00182,DB00740,1
DB00575,DB00321,1
DB11640,DB01267,1
DB00865,DB08918,1
DB06479,DB00752,1
DB01149,DB09163,1
DB00344,DB06412,1
DB09210,DB00458,1
DB01156,DB01148,1
DB14504,DB00934,1
DB00334,DB13295,1
DB05246,DB06700,1
DB13783,DB01174,1
DB06700,DB12867,1
DB01018,DB00715,1
DB11560,DB01104,1
DB01037,DB13720,1
DB00422,DB04831,1
DB00477,DB08820,1
DB00408,DB04833,1
DB06119,DB01174,1
DB00182,DB06782,1
DB00334,DB08167,1
DB01190,DB00176,1
DB09054,DB01267,1
DB09128,DB13910,1
DB00777,DB01255,1
DB00363,DB00423,1
DB01472,DB01576,1
DB01238,DB01511,1
DB00715,DB00390,1
DB09128,DB13844,1
DB00313,DB00924,1
DB00583,DB00313,1
DB00321,DB04836,1
DB00715,DB00875,1
DB13370,DB00543,1
DB00433,DB09185,1
DB01598,DB06016,1
DB00334,DB01388,1
DB14185,DB13347,1
DB00726,DB00845,1
DB00805,DB06700,1
DB00915,DB00370,1
DB01129,DB14509,1
DB00656,DB00263,1
DB05316,DB00408,1
DB01405,DB00540,1
DB00458,DB11477,1
DB00555,DB12174,1
DB00370,DB04828,1
DB06077,DB09248,1
DB00850,DB11130,1
DB06554,DB00472,1
DB00316,DB09068,1
DB01104,DB12582,1
DB05351,DB01104,1
DB00500,DB01247,1
DB09068,DB00531,1
DB12825,DB00822,1
DB00334,DB08794,1
DB00628,DB00921,1
DB08815,DB06616,1
DB00502,DB01463,1
DB01255,DB06603,1
DB01104,DB13619,1
DB00718,DB01156,1
DB00540,DB06402,1
DB06077,DB00342,1
DB01068,DB01380,1
DB00476,DB14539,1
DB00158,DB00555,1
DB00656,DB01174,1
DB00599,DB01037,1
DB05077,DB09128,1
DB01118,DB00176,1
DB01623,DB01365,1
DB00285,DB00341,1
DB13745,DB01151,1
DB00734,DB01176,1
DB11755,DB01149,1
DB00543,DB13555,1
DB00529,DB00476,1
DB01151,DB15465,1
DB00363,DB01026,1
DB00231,DB01037,1
DB00404,DB13754,1
DB01255,DB11235,1
DB00752,DB04165,1
DB09235,DB00704,1
DB00363,DB14057,1
DB00408,DB12951,1
DB05521,DB01104,1
DB00237,DB06016,1
DB00541,DB00404,1
DB01156,DB01261,1
DB01255,DB12465,1
DB00363,DB08896,1
DB08895,DB01149,1
DB00555,DB00196,1
DB00806,DB01242,1
DB00628,DB13953,1
DB01483,DB00176,1
DB06575,DB00822,1
DB13132,DB00831,1
DB00418,DB00472,1
DB06016,DB08981,1
DB12843,DB00555,1
DB01623,DB08927,1
DB01238,DB13505,1
DB13524,DB08918,1
DB08927,DB09068,1
DB00319,DB01156,1
DB00555,DB12883,1
DB01238,DB04836,1
DB01576,DB04834,1
DB00285,DB01608,1
DB09204,DB00555,1
DB09072,DB00285,1
DB00234,DB00850,1
DB12371,DB01151,1
DB00434,DB00458,1
DB00228,DB00934,1
DB00472,DB12092,1
DB00321,DB14240,1
DB00176,DB06271,1
DB01068,DB06716,1
DB06216,DB09118,1
DB00555,DB00308,1
DB01156,DB06579,1
DB13876,DB01104,1
DB09167,DB00215,1
DB01100,DB00323,1
DB06684,DB13357,1
DB01100,DB00241,1
DB00215,DB11672,1
DB00297,DB01104,1
DB08932,DB00321,1
DB01224,DB13377,1
DB01238,DB01211,1
DB09295,DB00555,1
DB00734,DB06529,1
DB01018,DB09292,1
DB00645,DB00370,1
DB01623,DB02234,1
DB00726,DB11543,1
DB01037,DB09245,1
DB01622,DB06700,1
DB00672,DB00850,1
DB09128,DB11586,1
DB00934,DB12883,1
DB14528,DB01242,1
DB01056,DB00502,1
DB09079,DB00344,1
DB00285,DB00209,1
DB01035,DB06016,1
DB00752,DB13367,1
DB06470,DB14185,1
DB01591,DB00477,1
DB00752,DB00323,1
DB00734,DB14718,1
DB00477,DB00996,1
DB05889,DB00285,1
DB01261,DB14509,1
DB00704,DB01173,1
DB01509,DB09068,1
DB01587,DB09068,1
DB00850,DB13665,1
DB00934,DB00402,1
DB00422,DB00401,1
DB06216,DB06678,1
DB01307,DB06700,1
DB00190,DB00363,1
DB00532,DB00477,1
DB01151,DB00176,1
DB01149,DB01559,1
DB01102,DB00246,1
DB01255,DB13581,1
DB00651,DB01242,1
DB13857,DB00363,1
DB07477,DB00182,1
DB01174,DB13252,1
DB01151,DB00011,1
DB13270,DB00285,1
DB00822,DB01624,1
DB00732,DB00734,1
DB00476,DB13252,1
DB01156,DB00354,1
DB00422,DB12930,1
DB13167,DB00422,1
DB00850,DB13624,1
DB01174,DB00711,1
DB01623,DB05676,1
DB00555,DB00261,1
DB01202,DB01037,1
DB14737,DB00370,1
DB00476,DB01114,1
DB01189,DB01151,1
DB01068,DB00924,1
DB14509,DB04356,1
DB01247,DB04819,1
DB00334,DB12177,1
DB01168,DB01623,1
DB00726,DB05773,1
DB01156,DB00498,1
DB01175,DB04572,1
DB01329,DB00628,1
DB00602,DB00215,1
DB06077,DB01007,1
DB00285,DB14064,1
DB04871,DB01255,1
DB09071,DB00715,1
DB00605,DB00831,1
DB00344,DB00647,1
DB01247,DB00340,1
DB07780,DB00313,1
DB00363,DB09123,1
DB00246,DB13657,1
DB09068,DB06470,1
DB06287,DB00472,1
DB01388,DB01175,1
DB00612,DB00715,1
DB01101,DB01151,1
DB08918,DB07615,1
DB00404,DB06791,1
DB00555,DB01018,1
DB08900,DB09068,1
DB00482,DB00285,1
DB01224,DB13410,1
DB01242,DB13550,1
DB00656,DB06678,1
DB00321,DB06603,1
DB13552,DB00422,1
DB09456,DB01623,1
DB00467,DB01238,1
DB13007,DB00408,1
DB01618,DB00496,1
DB09061,DB01238,1
DB01037,DB13624,1
DB00555,DB00924,1
DB01531,DB00246,1
DB05232,DB08918,1
DB00970,DB00543,1
DB06077,DB00591,1
DB00422,DB11338,1
DB01107,DB01267,1
DB04812,DB01151,1
DB11512,DB00502,1
DB00645,DB01623,1
DB00392,DB01100,1
DB00960,DB00246,1
DB00433,DB13624,1
DB00656,DB09226,1
DB06155,DB01267,1
DB01037,DB13323,1
DB00623,DB09254,1
DB00182,DB01249,1
DB12229,DB14185,1
DB09555,DB00476,1
DB00370,DB13452,1
DB11549,DB14185,1
DB01124,DB01238,1
DB14185,DB06772,1
DB08815,DB01351,1
DB00829,DB09106,1
DB00788,DB00363,1
DB00475,DB05227,1
DB11869,DB00477,1
DB00182,DB09049,1
DB01618,DB08892,1
DB00934,DB09089,1
DB01174,DB00845,1
DB09202,DB06216,1
DB00704,DB01079,1
DB01174,DB13468,1
DB08940,DB09068,1
DB13443,DB00623,1
DB01618,DB13817,1
DB08918,DB00071,1
DB00831,DB01059,1
DB00246,DB00611,1
DB01623,DB00517,1
DB13951,DB00831,1
DB00313,DB05812,1
DB01104,DB01014,1
DB00611,DB00726,1
DB00499,DB06700,1
DB00285,DB00397,1
DB00834,DB01175,1
DB01037,DB09480,1
DB01411,DB00752,1
DB00866,DB01267,1
DB00477,DB00845,1
DB11827,DB00623,1
DB06077,DB13754,1
DB00071,DB01242,1
DB11447,DB01267,1
DB00752,DB08813,1
DB00458,DB00365,1
DB00623,DB00850,1
DB04841,DB00679,1
DB00752,DB12537,1
DB06016,DB09203,1
DB00344,DB13386,1
DB08815,DB13823,1
DB00951,DB01576,1
DB01151,DB11718,1
DB00555,DB04920,1
DB09128,DB13532,1
DB01247,DB00631,1
DB01037,DB13612,1
DB00934,DB04825,1
DB14185,DB01029,1
DB01577,DB00402,1
DB00247,DB00734,1
DB01224,DB00275,1
DB00422,DB00863,1
DB00285,DB08905,1
DB00334,DB14056,1
DB00404,DB06774,1
DB01255,DB08936,1
DB05541,DB09128,1
DB01174,DB01144,1
DB00555,DB13386,1
DB01156,DB04956,1
DB01149,DB01205,1
DB00490,DB00343,1
DB01018,DB01628,1
DB00176,DB09089,1
DB13879,DB00540,1
DB08912,DB00408,1
DB01576,DB11586,1
DB00635,DB00285,1
DB14185,DB13940,1
DB00325,DB14509,1
DB00285,DB00296,1
DB08918,DB00682,1
DB00176,DB09496,1
DB08953,DB00540,1
DB06684,DB11373,1
DB00502,DB11466,1
DB00726,DB00227,1
DB00623,DB06216,1
DB00477,DB01108,1
DB04263,DB01156,1
DB01440,DB01149,1
DB00656,DB07780,1
DB00433,DB11459,1
DB01156,DB00719,1
DB04825,DB14509,1
DB00586,DB00934,1
DB09166,DB00334,1
DB00377,DB06016,1
DB00181,DB06700,1
DB01071,DB00215,1
DB01174,DB06712,1
DB00752,DB00656,1
DB01267,DB00279,1
DB00313,DB04557,1
DB00477,DB00651,1
DB01623,DB12401,1
DB00320,DB00363,1
DB11823,DB01149,1
DB00285,DB06706,1
DB01594,DB00476,1
DB08918,DB00712,1
DB06684,DB08550,1
DB00285,DB00800,1
DB01045,DB01037,1
DB08918,DB09213,1
DB08918,DB13879,1
DB00853,DB14509,1
DB00321,DB00214,1
DB00865,DB00822,1
DB05372,DB01267,1
DB00433,DB00957,1
DB13384,DB01242,1
DB00831,DB09230,1
DB01628,DB00246,1
DB00813,DB01156,1
DB00182,DB01223,1
DB01267,DB01116,1
DB14185,DB01242,1
DB00849,DB00555,1
DB01618,DB13787,1
DB00813,DB01149,1
DB00831,DB05687,1
DB01410,DB01242,1
DB00458,DB00574,1
DB06690,DB01104,1
DB00613,DB06216,1
DB00555,DB04861,1
DB01037,DB08797,1
DB01175,DB00402,1
DB01037,DB13501,1
DB04808,DB00555,1
DB00458,DB09227,1
DB00952,DB00476,1
DB00679,DB11549,1
DB00726,DB08329,1
DB12364,DB00490,1
DB01247,DB13374,1
DB00185,DB01255,1
DB00734,DB13944,1
DB08918,DB09038,1
DB08810,DB00715,1
DB00215,DB11166,1
DB00472,DB00390,1
DB01068,DB00176,1
DB00215,DB00624,1
DB01149,DB09480,1
DB00543,DB06699,1
DB00679,DB12867,1
DB00877,DB00285,1
DB00822,DB01044,1
DB01242,DB12781,1
DB00540,DB08903,1
DB01618,DB11686,1
DB00543,DB13386,1
DB00726,DB11609,1
DB00569,DB00628,1
DB12783,DB00734,1
DB01238,DB13377,1
DB00468,DB00734,1
DB00334,DB08953,1
DB00490,DB00297,1
DB01242,DB00696,1
DB09268,DB00321,1
DB01175,DB00674,1
DB00889,DB00246,1
DB00334,DB00685,1
DB09068,DB09186,1
DB01370,DB00623,1
DB13950,DB00934,1
DB00333,DB00934,1
DB00182,DB09247,1
DB01224,DB13948,1
DB09068,DB00359,1
DB01242,DB11586,1
DB00734,DB00907,1
DB06652,DB00829,1
DB00734,DB09036,1
DB00656,DB01418,1
DB01401,DB00628,1
DB00623,DB05232,1
DB00726,DB04844,1
DB09026,DB00476,1
DB00502,DB09111,1
DB00918,DB00477,1
DB00699,DB00752,1
DB01174,DB01004,1
DB00313,DB00620,1
DB00292,DB01224,1
DB00683,DB01149,1
DB01100,DB00705,1
DB00647,DB06077,1
DB11783,DB00477,1
DB00829,DB08873,1
DB00918,DB01018,1
DB00404,DB00837,1
DB00176,DB13199,1
DB09082,DB00502,1
DB00313,DB00624,1
DB01018,DB01209,1
DB00246,DB08873,1
DB08815,DB06290,1
DB01037,DB00875,1
DB13837,DB00334,1
DB01017,DB00176,1
DB01030,DB09068,1
DB01063,DB01576,1
DB09054,DB00543,1
DB00555,DB01551,1
DB00176,DB09043,1
DB00215,DB12321,1
DB01623,DB00188,1
DB01238,DB13852,1
DB00726,DB13252,1
DB01618,DB06716,1
DB00443,DB00502,1
DB08907,DB01267,1
DB00908,DB00623,1
DB01623,DB01576,1
DB00475,DB02245,1
DB14126,DB08918,1
DB01245,DB09128,1
DB01224,DB01180,1
DB06155,DB00831,1
DB00752,DB13799,1
DB00321,DB13452,1
DB00734,DB12883,1
DB01397,DB00477,1
DB01068,DB01032,1
DB06216,DB13784,1
DB00540,DB15217,1
DB00752,DB14598,1
DB00295,DB00404,1
DB00475,DB00679,1
DB14185,DB00792,1
DB00628,DB09394,1
DB00543,DB00725,1
DB11057,DB00334,1
DB11520,DB00555,1
DB00918,DB00623,1
DB00540,DB01347,1
DB14185,DB01103,1
DB00202,DB01267,1
DB01267,DB01544,1
DB00539,DB01100,1
DB01174,DB08839,1
DB00346,DB00176,1
DB01560,DB08815,1
DB13323,DB01151,1
DB00408,DB01354,1
DB00958,DB00404,1
DB11110,DB01224,1
DB01234,DB00472,1
DB01247,DB13841,1
DB00628,DB02234,1
DB00628,DB06701,1
DB00490,DB09036,1
DB00704,DB09017,1
DB00313,DB06288,1
DB01100,DB09243,1
DB01472,DB06700,1
DB00726,DB13666,1
DB00679,DB09218,1
DB01224,DB01459,1
DB00540,DB01165,1
DB00472,DB11950,1
DB09174,DB01104,1
DB03322,DB00433,1
DB00555,DB00305,1
DB11919,DB01037,1
DB06216,DB09227,1
DB00697,DB01238,1
DB00934,DB12376,1
DB01623,DB09226,1
DB00476,DB13989,1
DB04846,DB00715,1
DB00749,DB01156,1
DB00921,DB00704,1
DB09020,DB00363,1
DB01333,DB00829,1
DB01149,DB01162,1
DB00475,DB09224,1
DB01242,DB01529,1
DB01156,DB08872,1
DB06216,DB14185,1
DB11760,DB00623,1
DB06016,DB00230,1
DB00580,DB14185,1
DB00850,DB00852,1
DB01405,DB00752,1
DB00182,DB13928,1
DB06700,DB06152,1
DB06216,DB00401,1
DB01080,DB09068,1
DB00283,DB06700,1
DB11466,DB01242,1
DB00321,DB01136,1
DB00285,DB00261,1
DB08167,DB08815,1
DB00203,DB01149,1
DB00880,DB00679,1
DB01238,DB13817,1
DB09288,DB00555,1
DB00477,DB00544,1
DB00706,DB00831,1
DB00829,DB01595,1
DB01037,DB09227,1
DB00502,DB09104,1
DB00997,DB00344,1
DB00344,DB08872,1
DB09068,DB13728,1
DB00794,DB00215,1
DB14185,DB01621,1
DB09174,DB00829,1
